measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),High SDI,Female,All ages,Diabetes mellitus type 2,Number,2016,4668726.593321359,5818506.966923166,3712445.4573386516
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Diabetes mellitus type 2,Number,2016,10320782.15324204,12886220.768458875,8266603.203035871
DALYs (Disability-Adjusted Life Years),High SDI,Male,All ages,Diabetes mellitus type 2,Rate,2016,1058.842018384689,1323.098549250594,849.8976408493783
DALYs (Disability-Adjusted Life Years),High SDI,Female,All ages,Diabetes mellitus type 2,Rate,2016,869.5889516824382,1083.7450582267168,691.4736789349479
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Diabetes mellitus type 2,Rate,2016,963.9421293595746,1203.5493921401953,772.0855818666757
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,2016,702.3065767231038,881.4659249262099,561.7169072541633
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,2016,499.4821736766572,632.3216121840236,391.3123285262068
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,2016,596.4875168054072,751.5026391199133,472.37291213073604
DALYs (Disability-Adjusted Life Years),Global,Male,All ages,Diabetes mellitus type 2,Number,2015,30252141.7100613,36183198.89398524,25613662.171400636
DALYs (Disability-Adjusted Life Years),Global,Female,All ages,Diabetes mellitus type 2,Number,2015,29503117.315538414,35068128.07503402,25051751.295874253
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Diabetes mellitus type 2,Number,2015,59755259.025599696,71286707.70684889,50975102.59956437
DALYs (Disability-Adjusted Life Years),Global,Male,All ages,Diabetes mellitus type 2,Rate,2015,814.8109687856912,974.5580206233191,689.8781940151798
DALYs (Disability-Adjusted Life Years),Global,Female,All ages,Diabetes mellitus type 2,Rate,2015,800.924945307051,951.9990128543054,680.0831356870398
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Diabetes mellitus type 2,Rate,2015,807.8953198279852,963.8013199413268,689.1869852040387
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Diabetes mellitus type 2,Rate,2015,853.9309440729483,1016.5227793835139,726.4850242184164
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Diabetes mellitus type 2,Rate,2015,753.1132895601471,895.1864900075542,639.2608034218958
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Diabetes mellitus type 2,Rate,2015,800.5980401790953,953.9708748424138,683.7801233301369
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Male,All ages,Ischemic heart disease,Number,2016,4579243.82609105,5214796.268020412,4011312.7723409277
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Female,All ages,Ischemic heart disease,Number,2016,3160589.973132152,3697035.45517161,2724709.009969206
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Number,2016,7739833.799223201,8601528.732130725,6943529.515065075
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Male,All ages,Ischemic heart disease,Rate,2016,927.607545746072,1056.3500332048068,812.562977051018
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Female,All ages,Ischemic heart disease,Rate,2016,624.0553730611854,729.9760044201981,537.9911067725235
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Rate,2016,773.8892514678488,860.0482652038243,694.2685073545032
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Male,Age-standardized,Ischemic heart disease,Rate,2016,2316.4498542175884,2613.887485954404,2045.895266328975
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Female,Age-standardized,Ischemic heart disease,Rate,2016,1542.2884061154055,1793.285781387497,1344.9357899725435
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Both,Age-standardized,Ischemic heart disease,Rate,2016,1909.2010053520846,2109.510599016583,1715.2878982576292
DALYs (Disability-Adjusted Life Years),Global,Male,All ages,Ischemic heart disease,Number,2016,106603007.25599827,111487409.19973212,101682902.19966057
DALYs (Disability-Adjusted Life Years),Global,Female,All ages,Ischemic heart disease,Number,2016,68571755.48636518,72776201.65742797,63735013.97733117
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Ischemic heart disease,Number,2016,175174762.74236366,182374704.07068995,165740792.38126326
DALYs (Disability-Adjusted Life Years),Global,Male,All ages,Ischemic heart disease,Rate,2016,2836.7039225160856,2966.677761993822,2705.780023915476
DALYs (Disability-Adjusted Life Years),Global,Female,All ages,Ischemic heart disease,Rate,2016,1839.0635349052577,1951.8248836971966,1709.344310511246
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Ischemic heart disease,Rate,2016,2339.8402675068755,2436.0111563950336,2213.8290579707527
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Ischemic heart disease,Rate,2016,3035.310741778054,3172.6514390133743,2883.3742329372294
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Ischemic heart disease,Rate,2016,1702.2338062556964,1806.8491785651681,1582.1387480955375
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ischemic heart disease,Rate,2016,2336.655332458018,2435.442674032589,2204.0661862488328
DALYs (Disability-Adjusted Life Years),Low SDI,Male,All ages,Ischemic heart disease,Number,2015,6699478.031993957,7467518.5658834,6050581.396418162
DALYs (Disability-Adjusted Life Years),Low SDI,Female,All ages,Ischemic heart disease,Number,2015,4483239.355516682,5095270.373580465,3847242.7669273345
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Ischemic heart disease,Number,2015,11182717.38751064,12220915.855657162,10120374.0672142
DALYs (Disability-Adjusted Life Years),Low SDI,Male,All ages,Ischemic heart disease,Rate,2015,1377.3560424143748,1535.2586827573766,1243.9483802585403
DALYs (Disability-Adjusted Life Years),Low SDI,Female,All ages,Ischemic heart disease,Rate,2015,927.6265512734522,1054.2618204478006,796.0325685946431
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Ischemic heart disease,Rate,2015,1153.2099578029101,1260.2734532087281,1043.6565413015235
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Ischemic heart disease,Rate,2015,3138.624415360495,3479.158901807179,2821.555875817715
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Ischemic heart disease,Rate,2015,2118.6967189444604,2383.028299312227,1804.0801369746423
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Ischemic heart disease,Rate,2015,2620.6497754766015,2861.965158072262,2372.3990209218086
DALYs (Disability-Adjusted Life Years),"Southeast Asia, East Asia, and Oceania",Male,All ages,Ischemic heart disease,Number,2016,29098909.952141695,32956091.955443,25898939.286330663
DALYs (Disability-Adjusted Life Years),"Southeast Asia, East Asia, and Oceania",Female,All ages,Ischemic heart disease,Number,2016,18460624.183252353,20678801.50057654,16256338.199491262
DALYs (Disability-Adjusted Life Years),"Southeast Asia, East Asia, and Oceania",Both,All ages,Ischemic heart disease,Number,2016,47559534.13539406,52104286.03232509,43484127.85876253
DALYs (Disability-Adjusted Life Years),"Southeast Asia, East Asia, and Oceania",Male,All ages,Ischemic heart disease,Rate,2016,2716.795939694955,3076.918584236222,2418.033294416605
DALYs (Disability-Adjusted Life Years),"Southeast Asia, East Asia, and Oceania",Female,All ages,Ischemic heart disease,Rate,2016,1773.3836358200608,1986.4684869519442,1561.6332283871554
DALYs (Disability-Adjusted Life Years),"Southeast Asia, East Asia, and Oceania",Both,All ages,Ischemic heart disease,Rate,2016,2251.810398273967,2466.9916393254534,2058.851354461966
DALYs (Disability-Adjusted Life Years),"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Ischemic heart disease,Rate,2016,2732.3361598048723,3074.6293520079967,2440.3136377049323
DALYs (Disability-Adjusted Life Years),"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Ischemic heart disease,Rate,2016,1556.2285204215295,1746.0972923848735,1356.9197883892305
DALYs (Disability-Adjusted Life Years),"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Ischemic heart disease,Rate,2016,2100.8607755397575,2299.43812627846,1908.0452724985357
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Male,All ages,Ischemic heart disease,Number,2017,4661106.7462975,5229458.480497716,4079628.394924529
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Female,All ages,Ischemic heart disease,Number,2017,3217796.114441545,3752727.186815819,2741236.1021270407
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Number,2017,7878902.860739047,8762104.992714005,7016011.212270917
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Male,All ages,Ischemic heart disease,Rate,2017,921.1260923637205,1033.4435398085457,806.2145679666997
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Female,All ages,Ischemic heart disease,Rate,2017,619.0552771675948,721.9679203235717,527.3723426316537
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Rate,2017,768.0634480402064,854.1611302671854,683.9457039174716
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Male,Age-standardized,Ischemic heart disease,Rate,2017,2288.565431761871,2557.6342387116065,2029.1831612106257
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Female,Age-standardized,Ischemic heart disease,Rate,2017,1518.16177942017,1759.7749768026672,1306.2608078649494
DALYs (Disability-Adjusted Life Years),Sub-Saharan Africa,Both,Age-standardized,Ischemic heart disease,Rate,2017,1882.289975742689,2081.9156953647343,1688.5832061099816
DALYs (Disability-Adjusted Life Years),"Central Europe, Eastern Europe, and Central Asia",Male,All ages,Diabetes mellitus type 2,Number,2016,1569875.5145458574,1913900.166760863,1296568.7351089446
DALYs (Disability-Adjusted Life Years),"Central Europe, Eastern Europe, and Central Asia",Female,All ages,Diabetes mellitus type 2,Number,2016,2022965.1558624713,2468803.8075349825,1670467.752837625
DALYs (Disability-Adjusted Life Years),"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Diabetes mellitus type 2,Number,2016,3592840.6704083323,4380634.4889751645,2965095.051702108
DALYs (Disability-Adjusted Life Years),"Central Europe, Eastern Europe, and Central Asia",Male,All ages,Diabetes mellitus type 2,Rate,2016,788.8832790038069,961.7602321015987,651.5429954345485
DALYs (Disability-Adjusted Life Years),"Central Europe, Eastern Europe, and Central Asia",Female,All ages,Diabetes mellitus type 2,Rate,2016,928.3193189317059,1132.9104026064035,766.5616395406794
DALYs (Disability-Adjusted Life Years),"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Diabetes mellitus type 2,Rate,2016,861.764693479125,1050.7218337646805,711.1960876562148
DALYs (Disability-Adjusted Life Years),"Central Europe, Eastern Europe, and Central Asia",Male,Age-standardized,Diabetes mellitus type 2,Rate,2016,633.4062701368924,771.8348902025058,523.4211535561577
DALYs (Disability-Adjusted Life Years),"Central Europe, Eastern Europe, and Central Asia",Female,Age-standardized,Diabetes mellitus type 2,Rate,2016,568.3160362436747,696.0934135766229,465.79911851707175
DALYs (Disability-Adjusted Life Years),"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Diabetes mellitus type 2,Rate,2016,599.1143798436826,731.6813045014069,493.73755719098017
DALYs (Disability-Adjusted Life Years),High SDI,Male,All ages,Diabetes mellitus type 2,Number,2017,5899896.396412021,7376974.532152812,4729248.79831861
DALYs (Disability-Adjusted Life Years),High SDI,Female,All ages,Diabetes mellitus type 2,Number,2017,4850339.128657546,6058483.200538504,3850771.4505937127
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Diabetes mellitus type 2,Number,2017,10750235.525069576,13439476.745279238,8595146.131449293
DALYs (Disability-Adjusted Life Years),High SDI,Male,All ages,Diabetes mellitus type 2,Rate,2017,1098.6837125517732,1373.7464561775193,880.6847236296524
DALYs (Disability-Adjusted Life Years),High SDI,Female,All ages,Diabetes mellitus type 2,Rate,2017,898.4558678888002,1122.2472568709036,713.3002690972997
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Diabetes mellitus type 2,Rate,2017,998.3042704529046,1248.036565913093,798.1751719004372
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,2017,719.6577954357466,901.0398468073575,572.9361586809082
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,2017,511.2396782245642,647.0864859360782,399.7419111348145
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,2017,611.0505255986476,770.892415691481,481.9480514666345
DALYs (Disability-Adjusted Life Years),Global,Male,All ages,Ischemic heart disease,Number,2017,107514536.35112748,112738552.5161294,102307703.4404526
DALYs (Disability-Adjusted Life Years),Global,Female,All ages,Ischemic heart disease,Number,2017,68848734.66048615,73346702.85131131,64490302.30335336
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Ischemic heart disease,Number,2017,176363271.01161376,183853157.29709715,167539954.54919308
DALYs (Disability-Adjusted Life Years),Global,Male,All ages,Ischemic heart disease,Rate,2017,2827.3751714321415,2964.754302676767,2690.447918680393
DALYs (Disability-Adjusted Life Years),Global,Female,All ages,Ischemic heart disease,Rate,2017,1824.8093430978643,1944.0262672730205,1709.2907627524703
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Ischemic heart disease,Rate,2017,2328.0575132114436,2426.926659491177,2211.5866172932824
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Ischemic heart disease,Rate,2017,2979.997935263465,3122.816219796884,2827.6202827074494
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Ischemic heart disease,Rate,2017,1662.0942212135867,1770.1924986417323,1558.1491083275005
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Ischemic heart disease,Rate,2017,2290.0455889504547,2388.6273969754266,2169.2899905480967
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,All ages,Diabetes mellitus type 2,Number,2016,7398024.687043472,8767837.253103219,6422903.598670404
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,All ages,Diabetes mellitus type 2,Number,2016,7413239.963420625,8584346.751064185,6458373.63242852
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Diabetes mellitus type 2,Number,2016,14811264.650464091,17394871.147076696,12992336.541920803
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,All ages,Diabetes mellitus type 2,Rate,2016,814.4531527964915,965.2566727038393,707.1014638821928
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,All ages,Diabetes mellitus type 2,Rate,2016,828.808640399987,959.7397082218087,722.0535010198618
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Diabetes mellitus type 2,Rate,2016,821.57556507244,964.8872955338105,720.6802719378484
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,2016,1172.6008523874746,1374.0985673920175,1030.7013198974294
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,2016,1113.4192368841695,1279.0430125704586,972.2901632149615
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,2016,1142.0158673702692,1332.9267740189268,1007.8280611153706
DALYs (Disability-Adjusted Life Years),South Asia,Male,All ages,Diabetes mellitus type 2,Number,2015,6747390.53052953,7974875.053166636,5716430.303266288
DALYs (Disability-Adjusted Life Years),South Asia,Female,All ages,Diabetes mellitus type 2,Number,2015,6337329.983183011,7419309.26098503,5365482.922483309
DALYs (Disability-Adjusted Life Years),South Asia,Both,All ages,Diabetes mellitus type 2,Number,2015,13084720.513712559,15308671.770794433,11124476.895368297
DALYs (Disability-Adjusted Life Years),South Asia,Male,All ages,Diabetes mellitus type 2,Rate,2015,769.5088675243011,909.4978337245356,651.9325936515513
DALYs (Disability-Adjusted Life Years),South Asia,Female,All ages,Diabetes mellitus type 2,Rate,2015,756.0635846249093,885.1471471718584,640.1191451891157
DALYs (Disability-Adjusted Life Years),South Asia,Both,All ages,Diabetes mellitus type 2,Rate,2015,762.9376995379691,892.6107983393133,648.6407411011231
DALYs (Disability-Adjusted Life Years),South Asia,Male,Age-standardized,Diabetes mellitus type 2,Rate,2015,1074.6195983355408,1258.9739880541943,926.480053122122
DALYs (Disability-Adjusted Life Years),South Asia,Female,Age-standardized,Diabetes mellitus type 2,Rate,2015,987.0202581055722,1144.5024666003665,845.9501328445419
DALYs (Disability-Adjusted Life Years),South Asia,Both,Age-standardized,Diabetes mellitus type 2,Rate,2015,1029.2013100579177,1191.406934028056,887.5431076118285
DALYs (Disability-Adjusted Life Years),High-income,Male,All ages,Diabetes mellitus type 2,Number,2016,5578791.823078917,6969449.708173658,4468210.69660026
DALYs (Disability-Adjusted Life Years),High-income,Female,All ages,Diabetes mellitus type 2,Number,2016,4755155.521646034,5946161.284468928,3765534.8102789074
DALYs (Disability-Adjusted Life Years),High-income,Both,All ages,Diabetes mellitus type 2,Number,2016,10333947.344724959,12951458.56823609,8260671.318329639
DALYs (Disability-Adjusted Life Years),High-income,Male,All ages,Diabetes mellitus type 2,Rate,2016,1058.6862885142525,1322.591177180897,847.9315143314848
DALYs (Disability-Adjusted Life Years),High-income,Female,All ages,Diabetes mellitus type 2,Rate,2016,871.7496414448916,1090.0934667884324,690.3251861618597
DALYs (Disability-Adjusted Life Years),High-income,Both,All ages,Diabetes mellitus type 2,Rate,2016,963.6039759690511,1207.6776235289487,770.2783322753421
DALYs (Disability-Adjusted Life Years),High-income,Male,Age-standardized,Diabetes mellitus type 2,Rate,2016,671.5708742701312,840.1361543243017,534.9185161226428
DALYs (Disability-Adjusted Life Years),High-income,Female,Age-standardized,Diabetes mellitus type 2,Rate,2016,481.7620492563071,612.4124626963384,376.440810357979
DALYs (Disability-Adjusted Life Years),High-income,Both,Age-standardized,Diabetes mellitus type 2,Rate,2016,571.4456339369491,721.5250339317229,451.56104152715216
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,All ages,Diabetes mellitus type 2,Number,2016,5129395.038087264,6335321.448334637,4212739.867235171
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,All ages,Diabetes mellitus type 2,Number,2016,5335741.200715744,6517299.092251867,4378384.777774168
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Diabetes mellitus type 2,Number,2016,10465136.238803014,12753476.262689218,8581737.72806876
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,All ages,Diabetes mellitus type 2,Rate,2016,805.9610558773509,995.4433858005655,661.9307435520827
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,All ages,Diabetes mellitus type 2,Rate,2016,834.902418187402,1019.7849872182214,685.1014509902028
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,All ages,Diabetes mellitus type 2,Rate,2016,820.4618407151287,999.8666401689893,672.8042685960392
DALYs (Disability-Adjusted Life Years),High-middle SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,2016,645.9891502803546,793.8199094520045,532.7866227897557
DALYs (Disability-Adjusted Life Years),High-middle SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,2016,569.4189489403298,698.6448063289923,463.51576394255915
DALYs (Disability-Adjusted Life Years),High-middle SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,2016,605.7101301678136,736.9962189922027,495.5676512962906
DALYs (Disability-Adjusted Life Years),High-income,Male,All ages,Ischemic heart disease,Number,2015,13406373.29094679,13788602.032653641,12685815.612683292
DALYs (Disability-Adjusted Life Years),High-income,Female,All ages,Ischemic heart disease,Number,2015,8236087.581561459,8890742.503947232,7031622.5770683065
DALYs (Disability-Adjusted Life Years),High-income,Both,All ages,Ischemic heart disease,Number,2015,21642460.872508246,22672192.01722835,19743968.549140897
DALYs (Disability-Adjusted Life Years),High-income,Male,All ages,Ischemic heart disease,Rate,2015,2557.6840789231073,2630.6061396440787,2420.215215298008
DALYs (Disability-Adjusted Life Years),High-income,Female,All ages,Ischemic heart disease,Rate,2015,1517.2892138583886,1637.8926973326272,1295.3972364249864
DALYs (Disability-Adjusted Life Years),High-income,Both,All ages,Ischemic heart disease,Rate,2015,2028.3913823047762,2124.900637529736,1850.4594229599052
DALYs (Disability-Adjusted Life Years),High-income,Male,Age-standardized,Ischemic heart disease,Rate,2015,1599.8095190121978,1643.0032426023681,1519.3978653396277
DALYs (Disability-Adjusted Life Years),High-income,Female,Age-standardized,Ischemic heart disease,Rate,2015,664.1479275769119,706.0235207874398,589.2974882261819
DALYs (Disability-Adjusted Life Years),High-income,Both,Age-standardized,Ischemic heart disease,Rate,2015,1099.8365191543926,1142.439599311451,1020.809211465351
DALYs (Disability-Adjusted Life Years),High-income,Male,All ages,Ischemic heart disease,Number,2016,13486819.731598357,13874425.949381791,12746966.591234617
DALYs (Disability-Adjusted Life Years),High-income,Female,All ages,Ischemic heart disease,Number,2016,8171706.235092426,8824138.706917785,6983884.638929199
DALYs (Disability-Adjusted Life Years),High-income,Both,All ages,Ischemic heart disease,Number,2016,21658525.966690768,22669443.289327234,19777933.202414677
DALYs (Disability-Adjusted Life Years),High-income,Male,All ages,Ischemic heart disease,Rate,2016,2559.3912765195273,2632.9472365058086,2418.989483432898
DALYs (Disability-Adjusted Life Years),High-income,Female,All ages,Ischemic heart disease,Rate,2016,1498.096528705939,1617.705187306422,1280.3364479173829
DALYs (Disability-Adjusted Life Years),High-income,Both,All ages,Ischemic heart disease,Rate,2016,2019.5808086621944,2113.8452672444923,1844.2221964702997
DALYs (Disability-Adjusted Life Years),High-income,Male,Age-standardized,Ischemic heart disease,Rate,2016,1576.389248677397,1618.4170990951259,1496.2600191629747
DALYs (Disability-Adjusted Life Years),High-income,Female,Age-standardized,Ischemic heart disease,Rate,2016,648.1375963553525,688.5132320077367,575.6562746933629
DALYs (Disability-Adjusted Life Years),High-income,Both,Age-standardized,Ischemic heart disease,Rate,2016,1081.0997424162424,1123.1230815444603,1005.0096897237453
DALYs (Disability-Adjusted Life Years),Global,Male,All ages,Diabetes mellitus type 2,Number,2016,31503097.95539999,37568523.20530023,26759049.590974092
DALYs (Disability-Adjusted Life Years),Global,Female,All ages,Diabetes mellitus type 2,Number,2016,30721669.483435757,36704942.676883996,26120823.09616413
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Diabetes mellitus type 2,Number,2016,62224767.43883585,74185120.63150252,53055586.3912832
DALYs (Disability-Adjusted Life Years),Global,Male,All ages,Diabetes mellitus type 2,Rate,2016,838.2968158383106,999.6976622215811,712.0577823403529
DALYs (Disability-Adjusted Life Years),Global,Female,All ages,Diabetes mellitus type 2,Rate,2016,823.9413104952906,984.4099972220688,700.5486868047057
DALYs (Disability-Adjusted Life Years),Global,Both,All ages,Diabetes mellitus type 2,Rate,2016,831.1472167013729,990.903768248499,708.6728448269358
DALYs (Disability-Adjusted Life Years),Global,Male,Age-standardized,Diabetes mellitus type 2,Rate,2016,865.8593839958787,1030.3062093564051,738.7891609500132
DALYs (Disability-Adjusted Life Years),Global,Female,Age-standardized,Diabetes mellitus type 2,Rate,2016,764.3372342042264,913.2799242691257,649.4099364098165
DALYs (Disability-Adjusted Life Years),Global,Both,Age-standardized,Diabetes mellitus type 2,Rate,2016,812.3705284190532,966.9156024361542,693.4322983357146
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,All ages,Diabetes mellitus type 2,Number,2015,10024832.125449661,11837608.151801355,8539322.070494156
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,All ages,Diabetes mellitus type 2,Number,2015,10283389.33909034,12031671.01573835,8861575.987947341
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Diabetes mellitus type 2,Number,2015,20308221.464540016,23823923.778671384,17389223.113074474
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,All ages,Diabetes mellitus type 2,Rate,2015,859.7455204142902,1015.212070743219,732.3458194221803
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,All ages,Diabetes mellitus type 2,Rate,2015,896.2611567486565,1048.6347474167335,772.3413053498531
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Diabetes mellitus type 2,Rate,2015,877.8560858920691,1029.8280681768788,751.6776082731786
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,2015,906.5971809447511,1062.1365801867692,777.8739973558305
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,2015,872.1935856823724,1015.6727850512517,755.6622358308183
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,2015,889.2073365187497,1040.5107137476107,767.1402074517665
DALYs (Disability-Adjusted Life Years),Low SDI,Male,All ages,Ischemic heart disease,Number,2017,6969173.329831648,7676685.623887976,6321703.835527459
DALYs (Disability-Adjusted Life Years),Low SDI,Female,All ages,Ischemic heart disease,Number,2017,4541488.0639786655,5141761.346507253,3893276.2027794486
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Ischemic heart disease,Number,2017,11510661.393810296,12538647.431983901,10497002.02152536
DALYs (Disability-Adjusted Life Years),Low SDI,Male,All ages,Ischemic heart disease,Rate,2017,1367.141785352198,1505.9343759618157,1240.1277826131522
DALYs (Disability-Adjusted Life Years),Low SDI,Female,All ages,Ischemic heart disease,Rate,2017,894.9687301467849,1013.2616354318875,767.2288047939234
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Ischemic heart disease,Rate,2017,1131.5927214710903,1232.6522070013182,1031.9416650734604
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Ischemic heart disease,Rate,2017,3065.7047728207676,3373.195273650685,2795.681272648557
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Ischemic heart disease,Rate,2017,2005.549722426449,2265.931740027697,1732.3524582445696
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Ischemic heart disease,Rate,2017,2525.514965557366,2745.3743077490876,2303.5948263179516
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,All ages,Ischemic heart disease,Number,2015,33194430.0862617,35414048.54516804,31145282.414304912
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,All ages,Ischemic heart disease,Number,2015,19647080.578205016,21102340.771115743,18258341.06151361
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Ischemic heart disease,Number,2015,52841510.664466634,55579092.856718734,50211548.098454125
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,All ages,Ischemic heart disease,Rate,2015,2846.807030006869,3037.165033332339,2671.068872042137
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,All ages,Ischemic heart disease,Rate,2015,1712.3649202718739,1839.1998713624082,1591.3276586638735
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Ischemic heart disease,Rate,2015,2284.16071813719,2402.4971855769595,2170.47628504817
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Ischemic heart disease,Rate,2015,3198.0873749495972,3401.4262425893435,2996.776938235282
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Ischemic heart disease,Rate,2015,1771.774604755234,1911.519802034485,1634.8367824554512
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Ischemic heart disease,Rate,2015,2450.0131182345112,2575.7183230970786,2311.0961940832312
DALYs (Disability-Adjusted Life Years),Low SDI,Male,All ages,Ischemic heart disease,Number,2016,6870267.234516446,7639533.724989698,6224877.8602228705
